asset_id,asset_name,company,company_cn,phase,indications,targets,mechanism,country,data_quality,data_sources,clinical_trial_id,next_milestone,estimated_timeline,source_url,notes,location,funding,priority,therapeutic_area,generic_name,status,rationale,expected_launch
WAVE6-CN-030,AC0676 (BTK PROTAC),冰洲石生物 (Accutar),,Preclinical,血液肿瘤 | 自身免疫病,BTK (PROTAC),N/A,China,0.75,"{""company"": ""https://www.accutarbio.com""}",,,,,,上海,未上市,P1,,,,,
WAVE6-CN-031,SIM0508 (Polθ抑制剂),先声药业,,Preclinical,肿瘤,Polθ (小分子抑制剂),N/A,China,0.73,"{""company"": ""https://www.simcere.com""}",,,,,,南京,上市公司,P1,,,,,
WAVE6-CN-032,DB-1419 (PD-L1/HER3双抗ADC),映恩生物,,Preclinical,实体瘤,PD-L1/HER3 (双抗ADC),N/A,China,0.78,"{""company"": ""https://www.dualitybio.com""}",,,,,,上海,未上市,P1,,,,,
WAVE6-CN-033,DB-1303 (HER2 ADC),映恩生物,,Preclinical,HER2表达肿瘤,HER2 (ADC),N/A,China,0.78,"{""company"": ""https://www.dualitybio.com""}",,,,,,上海,未上市,P1,,,,,
WAVE6-CN-034,JSKN033 (双抗ADC),康宁杰瑞,,Preclinical,实体瘤,双特异性抗体ADC,N/A,China,0.76,"{""company"": ""https://www.alphamabonc.com""}",,,,,,苏州,上市公司,P1,,,,,
WAVE6-CN-035,CM-Block1 (分子胶平台),康诺亚,,Preclinical,自免疾病探索,未披露 (分子胶),N/A,China,0.68,"{""company"": ""https://www.keymedbio.com""}",,,,,,成都,上市公司,P2,,,,,
WAVE6-CN-036,TCE自免管线1,智翔金泰,,Preclinical,自身免疫病,CD3/未披露 (TCE),N/A,China,0.71,"{""company"": ""https://www.genrixbio.com""}",,,,,,重庆,上市公司,P1,,,,,
WAVE6-CN-037,LNK01006 (TYK2抑制剂),凌科药业,,Preclinical,银屑病 | 炎症性肠病,TYK2 (小分子),N/A,China,0.78,"{""company"": ""https://www.linkonpharma.com""}",,,,,,杭州,未上市,P1,,,,,
WAVE6-CN-038,LNK01007 (TYK2抑制剂),凌科药业,,Preclinical,系统性红斑狼疮 | 银屑病,TYK2 (小分子),N/A,China,0.76,"{""company"": ""https://www.linkonpharma.com""}",,,,,,杭州,未上市,P1,,,,,
WAVE6-CN-039,SIM0501 (USP1抑制剂),先声药业,,Preclinical,肿瘤,USP1 (小分子),N/A,China,0.73,"{""company"": ""https://www.simcere.com""}",,,,,,南京,上市公司,P1,,,,,
WAVE6-CN-040,SIM0500-G (GPRC5D-BCMA-CD3),先声药业,,Preclinical,多发性骨髓瘤 | 自免疾病探索,GPRC5D/BCMA/CD3 (三抗),N/A,China,0.81,"{""company"": ""https://www.simcere.com"", ""deal_news"": ""AbbVie partnership option""}",,,,,,南京,上市公司,P1,,,,,
WAVE6-US-015,KT-413 (IRAK4 PROTAC),Kymera Therapeutics,,Preclinical,MYD88突变B细胞淋巴瘤,IRAK4 (PROTAC),N/A,美国,0.82,"{""company"": ""https://www.kymeratx.com""}",,,,,,"Cambridge, MA",上市公司,P1,,,,,
WAVE6-US-016,VRDN-006 (FcRn抗体),Viridian Therapeutics,,Preclinical,IgG介导的自身免疫病,FcRn,N/A,美国,0.8,"{""company"": ""https://www.viridiantherapeutics.com""}",,,,,,"Waltham, MA",上市公司,P1,,,,,
WAVE6-US-017,VRDN-008 (长效FcRn抗体),Viridian Therapeutics,,Preclinical,IgG介导的自身免疫病,FcRn,N/A,美国,0.78,"{""company"": ""https://www.viridiantherapeutics.com""}",,,,,,"Waltham, MA",上市公司,P1,,,,,
W10-ADC-001,DB-2304,InnoCare Pharma/DualityBio,,Phase 1/2a,SLE | Cutaneous Lupus Erythematosus (CLE),BDCA2,"DIMAC platform, selective targeting of pDCs, superior IFN-I inhibition","Global (Australia, US, China)",0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=DB-2304"", ""company"": """", ""press_releases"": """"}",,,,,,"Global (Australia, US, China)",,,,,,,
W10-ADC-002,SHR-4597,Hengrui Medicine,,Phase 2,Asthma,IL-4Rα,"First inhaled ADC for asthma, local administration reduces systemic exposure",China,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=SHR-4597"", ""company"": """", ""press_releases"": """"}",,,,,,China,,,,,,,
W10-ADC-003,BR2060,Boerui Biotech,,IND submitted,Asthma | Atopic Dermatitis,IL-4Rα,Second IL-4R ADC in clinic after SHR-4597,China,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=BR2060"", ""company"": """", ""press_releases"": """"}",,,,,,China,,,,,,,
W10-ADC-004,SIM0708,Simcere Pharmaceutical,,Preclinical,Asthma | Atopic Dermatitis,IL-4Rα,Preclinical IL-4R ADC,China,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=SIM0708"", ""company"": """", ""press_releases"": """"}",,,,,,China,,,,,,,
W10-ADC-005,LFD-200,Lifordi,,Preclinical,SLE | Autoimmune Diseases,VISTA,"13-week administration maintains glucocorticoid exposure in immune cells, no systemic toxicity",United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=LFD-200"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-ADC-006,CD19-ADC (Multiple),ADC Therapeutics/Multiple,,Discovery/Preclinical,SLE | RA | Autoimmune Diseases,CD19,"DAR4-6, targeting B cells in autoimmune",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=CD19-ADC%20(Multiple)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-ADC-007,CD20-ADC (Multiple),Various,,Preclinical,SLE | RA | MS,CD20,Targeting B cells for depletion,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=CD20-ADC%20(Multiple)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-ADC-008,CD138-ADC (Multiple),Various,,Preclinical,SLE | Plasma Cell Disorders,CD138,Targeting plasma cells in SLE,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=CD138-ADC%20(Multiple)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-ADC-009,IL-7R ADC,Various,,Animal Model Validation,Arthritis | Transplant Pre-treatment | Scleroderma,IL-7R,Validated in animal models,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=IL-7R%20ADC"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-ADC-010,IL-6 ADC,Various,,Animal Model Validation,Arthritis | Autoimmune Diseases,IL-6,Validated in animal models,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=IL-6%20ADC"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-ADC-011,CD45 ADC,Various,,Animal Model Validation,Arthritis | Transplant Pre-treatment | Scleroderma,CD45,Validated in animal models,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=CD45%20ADC"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-ADC-012,Brentuximab Vedotin (Autoimmune Expansion),Seagen/Takeda,,Feasibility Clinical Exploration,Early-stage Diffuse Cutaneous Scleroderma,CD30,Crossover from oncology to autoimmune,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Brentuximab%20Vedotin%20(Autoimmune%20Expansion)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-001,MRT-6160,Monte Rosa Therapeutics (Novartis partnered),,Phase 1 (SAD/MAD completed),SLE | Sjögren's Disease | Rheumatoid Arthritis | Multiple Immune-mediated Diseases,VAV1,"First-in-class VAV1-directed MGD, >90% VAV1 degradation in T/B cells, oral bioavailable",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=MRT-6160"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-002,MRT-2359,Monte Rosa Therapeutics,,Phase 1/2,MYC-driven Cancers | Autoimmune (exploratory),GSPT1,"GSPT1 degrader, potential autoimmune applications",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=MRT-2359"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-003,Iberdomide (CC-220),Bristol Myers Squibb,,Phase 1 (SLE),SLE | Multiple Myeloma,IKZF1/IKZF3 (Ikaros/Aiolos),"Reduced Aiolos levels in B/T cells, decreased autoantibody production",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Iberdomide%20(CC-220)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-004,Mezigdomide (CC-92480),Bristol Myers Squibb,,Phase 2,Multiple Myeloma | Autoimmune (potential),IKZF1/IKZF3,"Next-gen CELMoD, potential autoimmune expansion",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Mezigdomide%20(CC-92480)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-005,Golcadomide,Bristol Myers Squibb,,Phase 1,NHL | Autoimmune (potential),IKZF1/IKZF3,"NHL indication, potential autoimmune expansion",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Golcadomide"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-006,DKY709,Novartis,,Phase 1,Solid Tumors | Autoimmune (potential),IKZF2 (Helios),IKZF2 selective degrader,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=DKY709"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-007,CC-90009,Bristol Myers Squibb,,Phase 1,AML | Autoimmune (exploratory),GSPT1,GSPT1 selective degrader,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=CC-90009"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-008,NEK7 MGD (Undisclosed),Captor Therapeutics,,Preclinical,Inflammatory Diseases | NLRP3 Inflammasome,NEK7,NLRP3 inflammasome inhibitor via NEK7 degradation,Europe,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=NEK7%20MGD%20(Undisclosed)"", ""company"": """", ""press_releases"": """"}",,,,,,Europe,,,,,,,
W10-MGD-009,NEK7 MGD (Undisclosed),Monte Rosa Therapeutics,,Preclinical,Inflammatory Diseases | NLRP3 Inflammasome,NEK7,NLRP3 inflammasome inhibitor via NEK7 degradation,United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=NEK7%20MGD%20(Undisclosed)"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-MGD-010,CDK2 MGD (Undisclosed),Kymera Therapeutics/Gilead,,Preclinical,Oncology | Autoimmune (potential),CDK2,Gilead-Kymera collaboration on molecular glue,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=CDK2%20MGD%20(Undisclosed)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-011,IKZF2 MGD (Undisclosed),Plexium/Amgen,,Lead Optimization,Immune Disease | Cancer,IKZF2,Cereblon molecular glue targeting IKZF2,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=IKZF2%20MGD%20(Undisclosed)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-MGD-012,Undisclosed MGD,Celeris Bio,,Preclinical,Autoimmune Diseases,VAV1/BTK/IRAK4/STAT6,AI-enabled molecular glue discovery platform,United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Undisclosed%20MGD"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-MGD-013,Undisclosed MGD,Proxygen,,Preclinical,Autoimmune Diseases | Cancer,Undisclosed,"Systematic identification of glue degraders, partnered with Boehringer Ingelheim",Europe,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Undisclosed%20MGD"", ""company"": """", ""press_releases"": """"}",,,,,,Europe,,,,,,,
W10-MGD-014,Undisclosed MGD,fs Therapeutics,,Preclinical,Multiple Sclerosis | Rheumatoid Arthritis | NASH | Liver Fibrosis,Undisclosed,Pipeline for multiple autoimmune indications,United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Undisclosed%20MGD"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-MGD-015,Undisclosed MGD,"Ambagon Therapeutics (BMS, Merck partnered)",,Drug Discovery,Oncology | Autoimmune (potential),Undisclosed,Beyond cereblon E3 ligase targeting,United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Undisclosed%20MGD"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-PROTAC-001,KT-474 (SAR444656),Kymera Therapeutics/Sanofi,,Phase 2,Atopic Dermatitis | Hidradenitis Suppurativa | Rheumatoid Arthritis,IRAK4,"First heterobifunctional degrader for immunological diseases, >93% IRAK4 degradation",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=KT-474%20(SAR444656)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-002,KT-485 (SAR447971),Kymera Therapeutics/Sanofi,,IND-enabling,Immuno-inflammatory Diseases,IRAK4,"Next-gen IRAK4 degrader, increased selectivity and potency, no QTc prolongation",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=KT-485%20(SAR447971)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-003,KT-621,Kymera Therapeutics,,Phase 1,Immunology | Type 2 Inflammation,STAT6,"STAT6 PROTAC, competitive with Dupilumab in healthy volunteers",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=KT-621"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-004,NX-5948 (Bexobrutideg),Nurix Therapeutics,,Phase 1,B-cell Malignancies | Autoimmune Cytopenias | Rheumatoid Arthritis | Multiple Sclerosis,BTK,"Orally bioavailable, brain-penetrant BTK degrader, deep suppression of BCR/TLR/FcR signaling",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=NX-5948%20(Bexobrutideg)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-005,NX-2127,Nurix Therapeutics,,Phase 1a/b,B-cell Malignancies | Autoimmune (potential),BTK + IKZF1/3,"Dual degrader with immunomodulatory activity, overcomes BTK resistance mutations",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=NX-2127"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-006,GS-6791 (NX-0479),Nurix Therapeutics/Gilead,,IND-enabling,Rheumatoid Arthritis | Inflammatory Diseases,IRAK4,"IRAK4 degrader for RA, Gilead responsible for clinical development",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=GS-6791%20(NX-0479)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-007,STAT6 PROTAC (Undisclosed),Nurix Therapeutics/Sanofi,,Preclinical,Type 2 Inflammation | Immunology,STAT6,"STAT6 degrader for type 2 inflammation, DC nomination H1 2025",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=STAT6%20PROTAC%20(Undisclosed)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-008,BGB-16673,BeiGene,,Phase 3 (CLL),B-cell Malignancies | Autoimmune (potential),BTK,"First BTK PROTAC in Phase 3, 94% ORR in CLL, potential autoimmune expansion",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=BGB-16673"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-009,BGB-45035,BeiGene,,Phase 1,Atopic Dermatitis | Prurigo Nodularis,IRAK4,IRAK4 degrader for immunology,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=BGB-45035"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-010,HSK29116,Haisco Pharmaceutical,,Phase 1,B-cell Malignancies | Autoimmune (potential),BTK,BTK degrader,China,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=HSK29116"", ""company"": """", ""press_releases"": """"}",,,,,,China,,,,,,,
W10-PROTAC-011,AC0676,Accutar Biotech,,Phase 1,Autoimmunity | B-cell Malignancies,BTK (WT & C481S),BTK degrader targeting wild-type and C481S mutant,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=AC0676"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-012,LT-002-158,Linton Pharma,,Phase 1/2,Acne | Autoimmune Diseases | Hidradenitis Suppurativa | Atopic Dermatitis,IRAK4,IRAK4 degrader for multiple inflammatory conditions,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=LT-002-158"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-013,CFT7455,C4 Therapeutics,,Phase 1,Multiple Myeloma | Autoimmune (potential),IKZF1/3,IKZF1/3 degrader,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=CFT7455"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-PROTAC-014,ARV-102,Arvinas,,Phase 1,Parkinson's Disease | Immunology (exploratory),LRRK2,LRRK2 degrader for neurodegeneration,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=ARV-102"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-001,Fitusiran,Alnylam Pharmaceuticals/Sanofi,,Approved (2024),Hemophilia A/B,Antithrombin (AT),"First siRNA for hemophilia, monthly dosing",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Fitusiran"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-002,ION775,Ionis Pharmaceuticals,,Phase 1,Hypertriglyceridemia | Cardiovascular,ApoC-III,"First clinical-stage siRNA from Ionis, potential semiannual dosing",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=ION775"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-003,Olezarsen (TRYNGOLZA),Ionis Pharmaceuticals,,Approved (2024),Familial Chylomicronemia Syndrome | Severe Hypertriglyceridemia,ApoC-III,"72% reduction in triglycerides, 85% reduction in pancreatitis events",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Olezarsen%20(TRYNGOLZA)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-004,Plozasiran,Arrowhead Pharmaceuticals,,Phase 3,Hypertriglyceridemia | Cardiovascular Disease,APOC3,Advanced to Phase 3 for cardiovascular conditions,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Plozasiran"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-005,ARO-RAGE,Arrowhead Pharmaceuticals,,Phase 1,Inflammatory Lung Diseases | Asthma | COPD,RAGE (Receptor for Advanced Glycation End-products),Inhaled siRNA for lung inflammation,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=ARO-RAGE"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-006,Lepodisiran,Eli Lilly,,Phase 2,Cardiovascular Disease | Atherosclerosis,Lp(a),Long-acting Lp(a) lowering,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Lepodisiran"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-007,Olpasiran,Amgen,,Phase 2,Cardiovascular Disease,Lp(a),Lp(a) lowering siRNA,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Olpasiran"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-008,Zerlasiran (SLN360),Silence Therapeutics,,Phase 2,Cardiovascular Disease | Elevated Lp(a),Apolipoprotein(a),Lp(a) lowering siRNA,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Zerlasiran%20(SLN360)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-009,JNJ-73763989,Janssen (J&J),,Phase 2,Hepatitis B,HBV RNA,HBV-targeting siRNA,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=JNJ-73763989"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-010,BMS-986263,Bristol Myers Squibb,,Phase 1,Advanced Hepatic Fibrosis | NASH,HSP47,HSP47 targeting for fibrosis,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=BMS-986263"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-011,ARO-HSD,Arrowhead Pharmaceuticals,,Phase 1,NASH | Liver Disease,HSD17B13,NASH-targeting siRNA,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=ARO-HSD"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-012,Teprasiran,Quark Pharmaceuticals,,Phase 2/3,Acute Kidney Injury | Delayed Graft Function,p53,p53 inhibition for kidney protection,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Teprasiran"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-013,SLN124,Silence Therapeutics,,Phase 1,Hereditary Hemochromatosis Type 1,GalNAc (liver),Iron overload disorder treatment,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=SLN124"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-014,Undisclosed TNF siRNA,Alnylam/Various,,Preclinical,Rheumatoid Arthritis | IBD | Autoimmune Diseases,TNF-α,Targeting TNF for inflammatory diseases,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Undisclosed%20TNF%20siRNA"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-015,Undisclosed IL-6 siRNA,Arrowhead/Various,,Preclinical,Rheumatoid Arthritis | Castleman Disease | Autoimmune Diseases,IL-6,Targeting IL-6 pathway,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Undisclosed%20IL-6%20siRNA"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-016,Undisclosed IL-17 siRNA,Various,,Preclinical,Psoriasis | Psoriatic Arthritis | Axial Spondyloarthritis,IL-17,Targeting IL-17 pathway,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Undisclosed%20IL-17%20siRNA"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-NA-017,mRNA vaccine (Undisclosed),Moderna/BioNTech/Various,,Preclinical,Multiple Sclerosis | Type 1 Diabetes | Autoimmune Diseases,Immune tolerance induction,mRNA-based immune tolerance approach,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=mRNA%20vaccine%20(Undisclosed)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-CT-001,CABA-201 (Rese-cel),Cabaletta Bio,,Phase 1/2,SLE | Lupus Nephritis | Myositis | Systemic Sclerosis | Generalized Myasthenia Gravis | Pemphigus Vulgaris | Multiple Sclerosis,CD19,"Drug-free remission potential, 4-1BB domain for enhanced activity, FTD received for multiple indications",United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=CABA-201%20(Rese-cel)"", ""company"": """", ""press_releases"": """"}",,,,,,US/Europe,,,,,,,
W10-CT-002,"BMS-986353 (CC-97540, CD19 NEX-T)",Bristol Myers Squibb,,Phase 1 (Breakfree-1),SLE | Systemic Sclerosis | Idiopathic Inflammatory Myopathies | Rheumatoid Arthritis,CD19,"Next-generation CAR-T process, manageable safety profile, 90% PGA improvement at 6 months",Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=BMS-986353%20(CC-97540,%20CD19%20NEX-T)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-CT-003,KYV-101,Kyverna Therapeutics,,Phase 1,SLE | Lupus Nephritis | Systemic Sclerosis | Stiff Person Syndrome | Multiple Sclerosis,CD19,Fully human CD19 CAR,United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=KYV-101"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-CT-004,ATA3219,Atara Biotherapeutics,,Phase 1,Lupus Nephritis | SLE | Multiple Sclerosis (potential expansion),CD19,"Allogeneic (off-the-shelf), next-gen 1XX domain reduces inflammatory cytokines",United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=ATA3219"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-CT-005,ADI-001,Adicet Bio,,Phase 1,SLE | Lupus Nephritis | Systemic Sclerosis | Idiopathic Inflammatory Myopathy | ANCA-associated Vasculitis | Stiff Person Syndrome,CD20,"Gamma-delta T cells, innate tissue homing, complete B-cell depletion in lymphoid tissue",United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=ADI-001"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-CT-006,ADI-100,Adicet Bio,,Preclinical/IND-enabling,Refractory SLE,CD20,Next-gen gamma-delta CAR-T for SLE,United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=ADI-100"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-CT-007,Rapcabtagene autoleucel (YTB323),Novartis,,Phase 1/2,SLE | Lupus,CD19,Novartis CAR-T platform for autoimmune,Global,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Rapcabtagene%20autoleucel%20(YTB323)"", ""company"": """", ""press_releases"": """"}",,,,,,Global,,,,,,,
W10-CT-008,Obecabtagene autoleucel (Obe-cel),Autolus Therapeutics,,Phase 1 (Autoimmune),SLE (CARLYSLE study) | r/r ALL,CD19,"Fast-off rate design for improved T cell persistence, lower exhaustion",United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Obecabtagene%20autoleucel%20(Obe-cel)"", ""company"": """", ""press_releases"": """"}",,,,,,US/UK,,,,,,,
W10-CT-009,SC291,Sana Biotechnology,,Phase 1 (GLEAM trial),Relapsed/Refractory SLE (including LN and extrarenal),CD19,"Off-the-shelf, hypoimmune modified, hundreds of doses per manufacturing run",United States,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=SC291"", ""company"": """", ""press_releases"": """"}",,,,,,US,,,,,,,
W10-CT-010,Reifracabtagene autoleucel,JW Therapeutics,,Phase 1,SLE,CD19,China-focused CAR-T for SLE,China,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=Reifracabtagene%20autoleucel"", ""company"": """", ""press_releases"": """"}",,,,,,China,,,,,,,
W10-CT-011,BRL-301,Binary Laboratories,,Phase 1 (Soon),SLE,CD19,CAR-T for autoimmune diseases,China,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=BRL-301"", ""company"": """", ""press_releases"": """"}",,,,,,China,,,,,,,
W10-CT-012,GLPG5101,Galapagos,,Phase 1 (Soon),SLE,CD19,Galapagos CAR-T platform,Europe,0.86,"{""clinicaltrials"": ""https://clinicaltrials.gov/search?term=GLPG5101"", ""company"": """", ""press_releases"": """"}",,,,,,Europe,,,,,,,
